au13,au13_desc,rc13,rc13_desc,ta13,ta13_desc
500100,Awanui,1,Northland Region,1,Far North District
500202,Karikari Peninsula-Maungataniwha,1,Northland Region,1,Far North District
500203,Taipa Bay-Mangonui,1,Northland Region,1,Far North District
500204,Herekino,1,Northland Region,1,Far North District
500205,Ahipara,1,Northland Region,1,Far North District
500206,North Cape,1,Northland Region,1,Far North District
500207,Houhora,1,Northland Region,1,Far North District
500208,Motutangi-Kareponia,1,Northland Region,1,Far North District
500301,Kaitaia West,1,Northland Region,1,Far North District
500302,Kaitaia East,1,Northland Region,1,Far North District
500401,Kaeo,1,Northland Region,1,Far North District
500402,Mangapa-Matauri Bay,1,Northland Region,1,Far North District
500500,Kohukohu,1,Northland Region,1,Far North District
500600,Rawene,1,Northland Region,1,Far North District
500700,Omapere and Opononi,1,Northland Region,1,Far North District
500801,Hokianga North,1,Northland Region,1,Far North District
500802,Hokianga South,1,Northland Region,1,Far North District
500900,Kerikeri,1,Northland Region,1,Far North District
501000,Russell,1,Northland Region,1,Far North District
501100,Paihia,1,Northland Region,1,Far North District
501200,Haruru Falls,1,Northland Region,1,Far North District
501300,Opua East,1,Northland Region,1,Far North District
501400,Kawakawa,1,Northland Region,1,Far North District
501500,Moerewa,1,Northland Region,1,Far North District
501612,Opua West,1,Northland Region,1,Far North District
501613,Bay of Islands,1,Northland Region,1,Far North District
501614,Kapiro,1,Northland Region,1,Far North District
501615,Waitangi,1,Northland Region,1,Far North District
501620,Pokere-Waihaha,1,Northland Region,1,Far North District
501631,Okaihau,1,Northland Region,1,Far North District
501632,Ohaeawai,1,Northland Region,1,Far North District
501633,Waihou Valley-Hupara,1,Northland Region,1,Far North District
501634,Ngapuhi-Kaikou,1,Northland Region,1,Far North District
501700,Kaikohe,1,Northland Region,1,Far North District
501802,Opouteke-Tanekaha,1,Northland Region,2,Whangarei District
501806,Marsden Point-Ruakaka,1,Northland Region,2,Whangarei District
501807,Ngunguru,1,Northland Region,2,Whangarei District
501809,Wharekohe-Oakleigh,1,Northland Region,2,Whangarei District
501810,Maungatapere,1,Northland Region,2,Whangarei District
501811,Waiotira-Springfield,1,Northland Region,2,Whangarei District
501813,Whangaruru Harbour,1,Northland Region,2,Whangarei District
501814,Punaruku-Kiripaka,1,Northland Region,2,Whangarei District
501815,Bream Bay,1,Northland Region,2,Whangarei District
501816,Waipu,1,Northland Region,2,Whangarei District
501817,Pataua-Whareora,1,Northland Region,2,Whangarei District
501818,Parua Bay,1,Northland Region,2,Whangarei District
501819,Bream Head,1,Northland Region,2,Whangarei District
502001,Springs Flat,1,Northland Region,2,Whangarei District
502002,Three Mile Bush,1,Northland Region,2,Whangarei District
502003,Te Hihi,1,Northland Region,2,Whangarei District
502004,Abbey Caves,1,Northland Region,2,Whangarei District
502005,Otaika-Portland,1,Northland Region,2,Whangarei District
502101,Kamo West,1,Northland Region,2,Whangarei District
502102,Kamo East,1,Northland Region,2,Whangarei District
502201,Tikipunga West,1,Northland Region,2,Whangarei District
502202,Tikipunga East,1,Northland Region,2,Whangarei District
502300,Whau Valley,1,Northland Region,2,Whangarei District
502400,Otangarei,1,Northland Region,2,Whangarei District
502500,Western Hills,1,Northland Region,2,Whangarei District
502600,Kensington,1,Northland Region,2,Whangarei District
502700,Mairtown,1,Northland Region,2,Whangarei District
502800,Regent,1,Northland Region,2,Whangarei District
502900,Woodhill,1,Northland Region,2,Whangarei District
503000,Vinetown,1,Northland Region,2,Whangarei District
503100,Whangarei Central,1,Northland Region,2,Whangarei District
503200,Riverside,1,Northland Region,2,Whangarei District
503300,Horahora,1,Northland Region,2,Whangarei District
503400,Maunu,1,Northland Region,2,Whangarei District
503500,Raumanga East,1,Northland Region,2,Whangarei District
503600,Morningside,1,Northland Region,2,Whangarei District
503700,Parahaki,1,Northland Region,2,Whangarei District
503800,Raumanga West,1,Northland Region,2,Whangarei District
503900,Port-Limeburners,1,Northland Region,2,Whangarei District
504000,Sherwood Rise,1,Northland Region,2,Whangarei District
504100,Onerahi,1,Northland Region,2,Whangarei District
504300,Hikurangi,1,Northland Region,2,Whangarei District
504400,Te Kopuru,1,Northland Region,3,Kaipara District
504501,Kaipara Coastal,1,Northland Region,3,Kaipara District
504502,Maungaru,1,Northland Region,3,Kaipara District
504600,Dargaville,1,Northland Region,3,Kaipara District
504700,Maungaturoto,1,Northland Region,3,Kaipara District
504800,Ruawai,1,Northland Region,3,Kaipara District
504900,Kaiwaka,1,Northland Region,3,Kaipara District
505010,Rehia-Oneriri,1,Northland Region,3,Kaipara District
505021,Mangawhai,1,Northland Region,3,Kaipara District
505022,Mangawhai Heads,1,Northland Region,3,Kaipara District
505300,Wellsford,2,Auckland Region,76,Auckland
505400,Leigh,2,Auckland Region,76,Auckland
505500,Warkworth,2,Auckland Region,76,Auckland
505601,Waimauku,2,Auckland Region,76,Auckland
505602,Huapai,2,Auckland Region,76,Auckland
505603,Riverhead Urban,2,Auckland Region,76,Auckland
505604,Kumeu East,2,Auckland Region,76,Auckland
505605,Kumeu West,2,Auckland Region,76,Auckland
505700,Waipareira West,2,Auckland Region,76,Auckland
505803,Waiwera,2,Auckland Region,76,Auckland
505804,Hatfields Beach,2,Auckland Region,76,Auckland
505805,Orewa,2,Auckland Region,76,Auckland
505806,Silverdale Central,2,Auckland Region,76,Auckland
505807,Red Beach West,2,Auckland Region,76,Auckland
505808,Red Beach East,2,Auckland Region,76,Auckland
505902,Manly,2,Auckland Region,76,Auckland
505904,Army Bay,2,Auckland Region,76,Auckland
505906,Vipond,2,Auckland Region,76,Auckland
505907,Stanmore Bay West,2,Auckland Region,76,Auckland
505908,Stanmore Bay East,2,Auckland Region,76,Auckland
505909,Wade Heads,2,Auckland Region,76,Auckland
505910,Gulf Harbour,2,Auckland Region,76,Auckland
505911,Gulf Harbour Marina,2,Auckland Region,76,Auckland
506001,Weiti River,2,Auckland Region,76,Auckland
506002,Stillwater,2,Auckland Region,76,Auckland
506003,Silverdale South,2,Auckland Region,76,Auckland
506201,Silverdale North,2,Auckland Region,76,Auckland
506202,Orewa West,2,Auckland Region,76,Auckland
506300,Dairy Flat-Redvale,2,Auckland Region,76,Auckland
506400,Paremoremo West,2,Auckland Region,76,Auckland
506613,Tauhoa-Puhoi,2,Auckland Region,76,Auckland
506614,Tahekeroa,2,Auckland Region,76,Auckland
506616,Matheson Bay,2,Auckland Region,76,Auckland
506620,Kawau,2,Auckland Region,76,Auckland
506631,Snells Beach,2,Auckland Region,76,Auckland
506633,Algies Bay,2,Auckland Region,76,Auckland
506634,Mahurangi,2,Auckland Region,76,Auckland
506642,South Head,2,Auckland Region,76,Auckland
506644,Parakai Rural,2,Auckland Region,76,Auckland
506645,Parakai Urban,2,Auckland Region,76,Auckland
506646,Kaukapakapa Rural,2,Auckland Region,76,Auckland
506647,Kaukapakapa,2,Auckland Region,76,Auckland
506648,Helensville South,2,Auckland Region,76,Auckland
506652,Rewiti,2,Auckland Region,76,Auckland
506653,Riverhead,2,Auckland Region,76,Auckland
506654,Muriwai Beach,2,Auckland Region,76,Auckland
506655,Muriwai Valley,2,Auckland Region,76,Auckland
506656,Waitakere West,2,Auckland Region,76,Auckland
506657,Point Wells,2,Auckland Region,76,Auckland
506658,Omaha,2,Auckland Region,76,Auckland
506659,Matakana,2,Auckland Region,76,Auckland
506660,Cape Rodney,2,Auckland Region,76,Auckland
506661,Cape Rodney South,2,Auckland Region,76,Auckland
506800,Helensville,2,Auckland Region,76,Auckland
506901,Awaruku,2,Auckland Region,76,Auckland
506902,Glamorgan,2,Auckland Region,76,Auckland
506903,Torbay,2,Auckland Region,76,Auckland
507000,Waiake,2,Auckland Region,76,Auckland
507101,Browns Bay,2,Auckland Region,76,Auckland
507102,Oaktree,2,Auckland Region,76,Auckland
507200,Rothesay Bay,2,Auckland Region,76,Auckland
507300,Murrays Bay,2,Auckland Region,76,Auckland
507400,Mairangi Bay,2,Auckland Region,76,Auckland
507500,Campbells Bay,2,Auckland Region,76,Auckland
507710,Castor Bay,2,Auckland Region,76,Auckland
507720,Crown Hill,2,Auckland Region,76,Auckland
507800,Lake Pupuke,2,Auckland Region,76,Auckland
507900,Westlake,2,Auckland Region,76,Auckland
508010,Takapuna Central,2,Auckland Region,76,Auckland
508020,Hauraki,2,Auckland Region,76,Auckland
508110,Seacliffe,2,Auckland Region,76,Auckland
508120,Bayswater,2,Auckland Region,76,Auckland
508210,Kaipatiki,2,Auckland Region,76,Auckland
508220,Windy Ridge,2,Auckland Region,76,Auckland
508310,Glenfield Central,2,Auckland Region,76,Auckland
508320,Glenfield North,2,Auckland Region,76,Auckland
508411,Glendhu,2,Auckland Region,76,Auckland
508412,Witheford,2,Auckland Region,76,Auckland
508420,Target Road,2,Auckland Region,76,Auckland
508510,Forrest Hill,2,Auckland Region,76,Auckland
508520,Sunnynook,2,Auckland Region,76,Auckland
508610,Monarch Park,2,Auckland Region,76,Auckland
508620,Sunnybrae,2,Auckland Region,76,Auckland
508701,Albany,2,Auckland Region,76,Auckland
508703,Fairview,2,Auckland Region,76,Auckland
508704,Northcross,2,Auckland Region,76,Auckland
508803,Unsworth Heights,2,Auckland Region,76,Auckland
508804,Pinehill,2,Auckland Region,76,Auckland
508805,Windsor Park,2,Auckland Region,76,Auckland
508806,North Harbour West,2,Auckland Region,76,Auckland
508807,North Harbour East,2,Auckland Region,76,Auckland
508900,Long Bay,2,Auckland Region,76,Auckland
509000,Paremoremo East,2,Auckland Region,76,Auckland
509100,Greenhithe,2,Auckland Region,76,Auckland
509300,Narrow Neck,2,Auckland Region,76,Auckland
509400,Mt Victoria,2,Auckland Region,76,Auckland
509500,Stanley Bay,2,Auckland Region,76,Auckland
509701,Ocean View,2,Auckland Region,76,Auckland
509702,Tuff Crater,2,Auckland Region,76,Auckland
509800,Northcote South,2,Auckland Region,76,Auckland
510010,Beachhaven North,2,Auckland Region,76,Auckland
510020,Beachhaven South,2,Auckland Region,76,Auckland
510210,Birkdale North,2,Auckland Region,76,Auckland
510220,Birkdale South,2,Auckland Region,76,Auckland
510401,Kauri Park,2,Auckland Region,76,Auckland
510402,Chelsea,2,Auckland Region,76,Auckland
510500,Birkenhead East,2,Auckland Region,76,Auckland
510700,Henderson North,2,Auckland Region,76,Auckland
510800,Henderson South,2,Auckland Region,76,Auckland
511001,Tangutu,2,Auckland Region,76,Auckland
511002,Woodglen,2,Auckland Region,76,Auckland
511100,Glen Eden East,2,Auckland Region,76,Auckland
511301,New Lynn North,2,Auckland Region,76,Auckland
511302,New Lynn South,2,Auckland Region,76,Auckland
511303,Lynnmall,2,Auckland Region,76,Auckland
511401,Fruitvale,2,Auckland Region,76,Auckland
511402,Rewarewa,2,Auckland Region,76,Auckland
511601,Glendene North,2,Auckland Region,76,Auckland
511602,Glendene South,2,Auckland Region,76,Auckland
511700,Kelston Central,2,Auckland Region,76,Auckland
511800,Sunnyvale,2,Auckland Region,76,Auckland
511901,Kaurilands,2,Auckland Region,76,Auckland
511902,Crum Park,2,Auckland Region,76,Auckland
512000,Titirangi South,2,Auckland Region,76,Auckland
512100,Green Bay,2,Auckland Region,76,Auckland
512201,Matipo,2,Auckland Region,76,Auckland
512202,Durham Green,2,Auckland Region,76,Auckland
512300,Te Atatu Central,2,Auckland Region,76,Auckland
512401,Edmonton,2,Auckland Region,76,Auckland
512402,Wakeling,2,Auckland Region,76,Auckland
512500,Mcleod,2,Auckland Region,76,Auckland
512600,Konini,2,Auckland Region,76,Auckland
512700,Waima,2,Auckland Region,76,Auckland
512801,Laingholm,2,Auckland Region,76,Auckland
512802,Armour Bay,2,Auckland Region,76,Auckland
512902,Otimai,2,Auckland Region,76,Auckland
512903,Parrs Park West,2,Auckland Region,76,Auckland
512904,Parrs Park,2,Auckland Region,76,Auckland
512905,Oratia West,2,Auckland Region,76,Auckland
512906,Oratia,2,Auckland Region,76,Auckland
513011,Henderson West,2,Auckland Region,76,Auckland
513012,Palm Heights,2,Auckland Region,76,Auckland
513013,McLaren Park,2,Auckland Region,76,Auckland
513020,Opanuku,2,Auckland Region,76,Auckland
513101,Swanson,2,Auckland Region,76,Auckland
513102,Swanson South,2,Auckland Region,76,Auckland
513211,Urlich,2,Auckland Region,76,Auckland
513212,Starling Park,2,Auckland Region,76,Auckland
513213,Ranui Domain,2,Auckland Region,76,Auckland
513214,Ranui South,2,Auckland Region,76,Auckland
513220,Sturges North,2,Auckland Region,76,Auckland
513301,Kingdale,2,Auckland Region,76,Auckland
513302,Fairdene,2,Auckland Region,76,Auckland
513410,Whenuapai West,2,Auckland Region,76,Auckland
513420,Herald,2,Auckland Region,76,Auckland
513431,Hobsonville East,2,Auckland Region,76,Auckland
513432,Hobsonville South,2,Auckland Region,76,Auckland
513511,Westgate,2,Auckland Region,76,Auckland
513512,Royal Road West,2,Auckland Region,76,Auckland
513521,West Harbour,2,Auckland Region,76,Auckland
513522,Lucken Point,2,Auckland Region,76,Auckland
513530,Royal Heights,2,Auckland Region,76,Auckland
513610,Massey West,2,Auckland Region,76,Auckland
513621,Birdwood West,2,Auckland Region,76,Auckland
513622,Birdwood East,2,Auckland Region,76,Auckland
513631,Waimumu North,2,Auckland Region,76,Auckland
513632,Waimumu South,2,Auckland Region,76,Auckland
513701,Taupaki,2,Auckland Region,76,Auckland
513702,Waitakere,2,Auckland Region,76,Auckland
513800,Karekare,2,Auckland Region,76,Auckland
514000,Freemans Bay,2,Auckland Region,76,Auckland
514101,Auckland Harbourside,2,Auckland Region,76,Auckland
514102,Auckland Central West,2,Auckland Region,76,Auckland
514103,Auckland Central East,2,Auckland Region,76,Auckland
514200,Newton,2,Auckland Region,76,Auckland
514301,Grafton West,2,Auckland Region,76,Auckland
514302,Grafton East,2,Auckland Region,76,Auckland
514401,Roberton,2,Auckland Region,76,Auckland
514402,Glenavon,2,Auckland Region,76,Auckland
514500,New Windsor,2,Auckland Region,76,Auckland
514600,Avondale South,2,Auckland Region,76,Auckland
514700,Blockhouse Bay,2,Auckland Region,76,Auckland
514801,Rosebank,2,Auckland Region,76,Auckland
514802,Avondale West,2,Auckland Region,76,Auckland
514900,Waterview,2,Auckland Region,76,Auckland
515001,Point Chevalier West,2,Auckland Region,76,Auckland
515002,Point Chevalier East,2,Auckland Region,76,Auckland
515003,Point Chevalier South,2,Auckland Region,76,Auckland
515100,Westmere,2,Auckland Region,76,Auckland
515201,Herne Bay,2,Auckland Region,76,Auckland
515202,St Marys,2,Auckland Region,76,Auckland
515301,Ponsonby West,2,Auckland Region,76,Auckland
515302,Ponsonby East,2,Auckland Region,76,Auckland
515410,Grey Lynn West,2,Auckland Region,76,Auckland
515420,Grey Lynn East,2,Auckland Region,76,Auckland
515431,Surrey Crescent,2,Auckland Region,76,Auckland
515432,St Lukes North,2,Auckland Region,76,Auckland
515500,Arch Hill,2,Auckland Region,76,Auckland
515600,Eden Terrace,2,Auckland Region,76,Auckland
515700,Epsom North,2,Auckland Region,76,Auckland
515801,Epsom Central,2,Auckland Region,76,Auckland
515802,Epsom South,2,Auckland Region,76,Auckland
515901,Parnell East,2,Auckland Region,76,Auckland
515902,Parnell West,2,Auckland Region,76,Auckland
516001,Mt Hobson,2,Auckland Region,76,Auckland
516002,Remuera South,2,Auckland Region,76,Auckland
516003,Abbotts Park,2,Auckland Region,76,Auckland
516101,Remuera West,2,Auckland Region,76,Auckland
516102,Waitaramoa,2,Auckland Region,76,Auckland
516201,Orakei South,2,Auckland Region,76,Auckland
516202,Waiata,2,Auckland Region,76,Auckland
516301,Meadowbank North,2,Auckland Region,76,Auckland
516302,Meadowbank South,2,Auckland Region,76,Auckland
516400,Orakei North,2,Auckland Region,76,Auckland
516500,Mission Bay,2,Auckland Region,76,Auckland
516601,Kohimarama West,2,Auckland Region,76,Auckland
516602,Kohimarama East,2,Auckland Region,76,Auckland
516700,St Heliers,2,Auckland Region,76,Auckland
516800,Glendowie,2,Auckland Region,76,Auckland
516900,Glen Innes North,2,Auckland Region,76,Auckland
517001,Glen Innes West,2,Auckland Region,76,Auckland
517002,Glen Innes East,2,Auckland Region,76,Auckland
517100,Point England,2,Auckland Region,76,Auckland
517201,St Johns,2,Auckland Region,76,Auckland
517202,Stonefields,2,Auckland Region,76,Auckland
517400,Newmarket,2,Auckland Region,76,Auckland
517500,Kingsland,2,Auckland Region,76,Auckland
517600,St Lukes,2,Auckland Region,76,Auckland
517701,Sandringham North,2,Auckland Region,76,Auckland
517702,Sandringham West,2,Auckland Region,76,Auckland
517703,Sandringham East,2,Auckland Region,76,Auckland
517800,Mt Albert Central,2,Auckland Region,76,Auckland
517901,Springleigh,2,Auckland Region,76,Auckland
517902,Owairaka West,2,Auckland Region,76,Auckland
517903,Owairaka East,2,Auckland Region,76,Auckland
518101,Mt Eden North,2,Auckland Region,76,Auckland
518102,Sherbourne,2,Auckland Region,76,Auckland
518201,Balmoral,2,Auckland Region,76,Auckland
518202,Mt Eden East,2,Auckland Region,76,Auckland
518301,Maungawhau,2,Auckland Region,76,Auckland
518302,Mt Eden South,2,Auckland Region,76,Auckland
518500,Three Kings,2,Auckland Region,76,Auckland
518600,Royal Oak,2,Auckland Region,76,Auckland
518701,Hillsborough West,2,Auckland Region,76,Auckland
518702,Hillsborough East,2,Auckland Region,76,Auckland
518801,Walmsley,2,Auckland Region,76,Auckland
518802,Wesley,2,Auckland Region,76,Auckland
518803,Akarana,2,Auckland Region,76,Auckland
518901,Lynfield North,2,Auckland Region,76,Auckland
518902,Lynfield South,2,Auckland Region,76,Auckland
519001,Waikowhai West,2,Auckland Region,76,Auckland
519002,Waikowhai East,2,Auckland Region,76,Auckland
519200,Mt St John,2,Auckland Region,76,Auckland
519300,One Tree Hill Central,2,Auckland Region,76,Auckland
519400,One Tree Hill East,2,Auckland Region,76,Auckland
519500,Penrose,2,Auckland Region,76,Auckland
519710,Onehunga North West,2,Auckland Region,76,Auckland
519720,Onehunga North East,2,Auckland Region,76,Auckland
519810,Onehunga South West,2,Auckland Region,76,Auckland
519820,Onehunga South East,2,Auckland Region,76,Auckland
519900,Oranga,2,Auckland Region,76,Auckland
520000,Te Papapa,2,Auckland Region,76,Auckland
520201,Ellerslie North,2,Auckland Region,76,Auckland
520202,Ellerslie South,2,Auckland Region,76,Auckland
520301,Mt Wellington Domain,2,Auckland Region,76,Auckland
520302,Mt Wellington West,2,Auckland Region,76,Auckland
520303,Mt Wellington North,2,Auckland Region,76,Auckland
520401,Ferndale,2,Auckland Region,76,Auckland
520402,Hamlin,2,Auckland Region,76,Auckland
520500,Mt Wellington South,2,Auckland Region,76,Auckland
520601,Tamaki,2,Auckland Region,76,Auckland
520602,Panmure Basin,2,Auckland Region,76,Auckland
520801,Waiheke Island,2,Auckland Region,76,Auckland
520803,Bays-Waiheke Island,2,Auckland Region,76,Auckland
520804,Tidal-Waiheke Island,2,Auckland Region,76,Auckland
520900,Islands-Motutapu Rangitoto Rakino,2,Auckland Region,76,Auckland
521000,Great Barrier Island,2,Auckland Region,76,Auckland
521111,Paerata-Cape Hill,2,Auckland Region,76,Auckland
521112,Eden Road-Hill Top,2,Auckland Region,76,Auckland
521114,Redoubt,3,Waikato Region,13,Waikato District
521115,Opuawhanga,3,Waikato Region,13,Waikato District
521116,Buckland,2,Auckland Region,76,Auckland
521117,Buckland South,3,Waikato Region,13,Waikato District
521121,Patumahoe,2,Auckland Region,76,Auckland
521122,Kingseat,2,Auckland Region,76,Auckland
521131,Pokeno,3,Waikato Region,13,Waikato District
521132,Hunua,2,Auckland Region,76,Auckland
521134,Paparata,2,Auckland Region,76,Auckland
521135,Mangatawhiri,3,Waikato Region,13,Waikato District
521136,Kaiaua,3,Waikato Region,12,Hauraki District
521151,Awhitu,2,Auckland Region,76,Auckland
521152,Glenbrook,2,Auckland Region,76,Auckland
521153,Otaua,3,Waikato Region,13,Waikato District
521160,Bombay,2,Auckland Region,76,Auckland
521201,Hingaia,2,Auckland Region,76,Auckland
521202,Whangapouri Creek,2,Auckland Region,76,Auckland
521203,Bremner,2,Auckland Region,76,Auckland
521301,Drury,2,Auckland Region,76,Auckland
521302,Runciman,2,Auckland Region,76,Auckland
521501,Mellons Bay,2,Auckland Region,76,Auckland
521502,Cockle Bay,2,Auckland Region,76,Auckland
521601,Howick West,2,Auckland Region,76,Auckland
521602,Howick Central,2,Auckland Region,76,Auckland
521801,Otahuhu North,2,Auckland Region,76,Auckland
521802,Fairburn,2,Auckland Region,76,Auckland
521803,Otahuhu East,2,Auckland Region,76,Auckland
521901,Otahuhu West,2,Auckland Region,76,Auckland
521902,Middlemore,2,Auckland Region,76,Auckland
522100,Papatoetoe West,2,Auckland Region,76,Auckland
522201,Papatoetoe North,2,Auckland Region,76,Auckland
522202,Papatoetoe Central,2,Auckland Region,76,Auckland
522301,Dingwall,2,Auckland Region,76,Auckland
522302,Papatoetoe East,2,Auckland Region,76,Auckland
522400,Puhinui North,2,Auckland Region,76,Auckland
522601,Bucklands and Eastern Beaches,2,Auckland Region,76,Auckland
522603,Bleakhouse,2,Auckland Region,76,Auckland
522604,Bucklands Beach South,2,Auckland Region,76,Auckland
522605,Half Moon Bay Marina,2,Auckland Region,76,Auckland
522711,Pigeon Mountain North,2,Auckland Region,76,Auckland
522712,Murvale,2,Auckland Region,76,Auckland
522721,Pigeon Mountain South,2,Auckland Region,76,Auckland
522722,Highland Park,2,Auckland Region,76,Auckland
522723,Elsmore Park,2,Auckland Region,76,Auckland
522730,Half Moon Bay,2,Auckland Region,76,Auckland
522810,Pakuranga North,2,Auckland Region,76,Auckland
522820,Sunnyhills,2,Auckland Region,76,Auckland
522910,Pakuranga Central,2,Auckland Region,76,Auckland
522920,Edgewater,2,Auckland Region,76,Auckland
523000,Pakuranga East,2,Auckland Region,76,Auckland
523101,Howick South,2,Auckland Region,76,Auckland
523102,Meadowland,2,Auckland Region,76,Auckland
523105,Golfland,2,Auckland Region,76,Auckland
523106,Millhouse,2,Auckland Region,76,Auckland
523107,Burswood,2,Auckland Region,76,Auckland
523109,Dannemora,2,Auckland Region,76,Auckland
523110,Kilkenny,2,Auckland Region,76,Auckland
523112,Highbrook,2,Auckland Region,76,Auckland
523113,Greenmount,2,Auckland Region,76,Auckland
523114,Point View,2,Auckland Region,76,Auckland
523115,Baverstock Oaks,2,Auckland Region,76,Auckland
523116,Mission Heights,2,Auckland Region,76,Auckland
523201,Shelly Park,2,Auckland Region,76,Auckland
523202,Turanga,2,Auckland Region,76,Auckland
523300,Beachlands-Maraetai,2,Auckland Region,76,Auckland
523402,Otara West,2,Auckland Region,76,Auckland
523403,Wymondley,2,Auckland Region,76,Auckland
523404,Grange,2,Auckland Region,76,Auckland
523501,Otara North,2,Auckland Region,76,Auckland
523502,Otara East,2,Auckland Region,76,Auckland
523601,Otara South,2,Auckland Region,76,Auckland
523602,Ferguson,2,Auckland Region,76,Auckland
523711,Rongomai,2,Auckland Region,76,Auckland
523712,Donegal Park,2,Auckland Region,76,Auckland
523713,Ormiston,2,Auckland Region,76,Auckland
523721,Clover Park,2,Auckland Region,76,Auckland
523722,Redoubt North,2,Auckland Region,76,Auckland
523813,Ardmore,2,Auckland Region,76,Auckland
523814,Totara Heights,2,Auckland Region,76,Auckland
523816,Randwick Park,2,Auckland Region,76,Auckland
523817,Hyperion,2,Auckland Region,76,Auckland
523818,Redoubt East,2,Auckland Region,76,Auckland
523819,Mill Road,2,Auckland Region,76,Auckland
523820,Redoubt South,2,Auckland Region,76,Auckland
523911,Takanini North,2,Auckland Region,76,Auckland
523912,Takanini South,2,Auckland Region,76,Auckland
523920,Takanini West,2,Auckland Region,76,Auckland
524001,Ambury,2,Auckland Region,76,Auckland
524002,Mangere Bridge,2,Auckland Region,76,Auckland
524111,Mangere Central,2,Auckland Region,76,Auckland
524112,Mascot,2,Auckland Region,76,Auckland
524121,Arahanga,2,Auckland Region,76,Auckland
524122,Viscount,2,Auckland Region,76,Auckland
524200,Mangere South,2,Auckland Region,76,Auckland
524301,Mangere East,2,Auckland Region,76,Auckland
524302,Aorere,2,Auckland Region,76,Auckland
524303,Kohuora,2,Auckland Region,76,Auckland
524402,Mangere Station,2,Auckland Region,76,Auckland
524403,Favona West,2,Auckland Region,76,Auckland
524404,Favona North,2,Auckland Region,76,Auckland
524405,Favona South,2,Auckland Region,76,Auckland
524510,Harania North,2,Auckland Region,76,Auckland
524520,Harania West,2,Auckland Region,76,Auckland
524530,Harania East,2,Auckland Region,76,Auckland
524602,Wiri,2,Auckland Region,76,Auckland
524603,Puhinui South,2,Auckland Region,76,Auckland
524604,Manukau Central,2,Auckland Region,76,Auckland
524711,Burbank,2,Auckland Region,76,Auckland
524712,Homai West,2,Auckland Region,76,Auckland
524713,Rowandale,2,Auckland Region,76,Auckland
524720,Homai East,2,Auckland Region,76,Auckland
524811,Weymouth West,2,Auckland Region,76,Auckland
524812,Weymouth East,2,Auckland Region,76,Auckland
524821,Clendon North,2,Auckland Region,76,Auckland
524822,Clendon South,2,Auckland Region,76,Auckland
524901,Hillpark,2,Auckland Region,76,Auckland
524902,Manurewa East,2,Auckland Region,76,Auckland
525001,Manurewa Central,2,Auckland Region,76,Auckland
525002,Beaumont,2,Auckland Region,76,Auckland
525101,Leabank,2,Auckland Region,76,Auckland
525102,Wattle Farm,2,Auckland Region,76,Auckland
525201,Clevedon,2,Auckland Region,76,Auckland
525202,Kawakawa-Orere,2,Auckland Region,76,Auckland
525410,Papakura Central,2,Auckland Region,76,Auckland
525420,Papakura North,2,Auckland Region,76,Auckland
525510,Papakura South,2,Auckland Region,76,Auckland
525520,Opaheke,2,Auckland Region,76,Auckland
525530,Rosehill,2,Auckland Region,76,Auckland
525540,Pahurehure,2,Auckland Region,76,Auckland
525610,Papakura East,2,Auckland Region,76,Auckland
525620,Massey Park,2,Auckland Region,76,Auckland
525630,Papakura North East,2,Auckland Region,76,Auckland
525700,Red Hill,2,Auckland Region,76,Auckland
525910,Pukekohe North,2,Auckland Region,76,Auckland
525921,Pukekohe West,2,Auckland Region,76,Auckland
525922,Bledisloe Park,2,Auckland Region,76,Auckland
526103,Waiuku West,2,Auckland Region,76,Auckland
526104,Waiuku East,2,Auckland Region,76,Auckland
526105,South Waiuku,2,Auckland Region,76,Auckland
526106,Pukeoware,3,Waikato Region,13,Waikato District
526200,Tuakau,3,Waikato Region,13,Waikato District
526400,Rotowaro,3,Waikato Region,13,Waikato District
526500,Raglan,3,Waikato Region,13,Waikato District
526601,Waikato Western Hills,3,Waikato Region,13,Waikato District
526602,Te Uku,3,Waikato Region,13,Waikato District
526603,Te Pahu,3,Waikato Region,17,Waipa District
526701,Onewhero,3,Waikato Region,13,Waikato District
526702,Te Akau,3,Waikato Region,13,Waikato District
526900,Te Kauwhata,3,Waikato Region,13,Waikato District
527004,Matangi,3,Waikato Region,13,Waikato District
527005,Sylvester,3,Waikato Region,16,Hamilton City
527006,Flagstaff,3,Waikato Region,16,Hamilton City
527007,Horsham Downs,3,Waikato Region,16,Hamilton City
527008,Rototuna,3,Waikato Region,16,Hamilton City
527009,Huntington,3,Waikato Region,16,Hamilton City
527111,Whitikahu,3,Waikato Region,13,Waikato District
527112,Taupiri Community,3,Waikato Region,13,Waikato District
527122,Gordonton,3,Waikato Region,13,Waikato District
527123,Kainui,3,Waikato Region,13,Waikato District
527124,Newstead,3,Waikato Region,16,Hamilton City
527125,Eureka,3,Waikato Region,13,Waikato District
527131,Tamahere-Tauwhare,3,Waikato Region,13,Waikato District
527133,Hautapu,3,Waikato Region,17,Waipa District
527134,Swayne,3,Waikato Region,17,Waipa District
527210,Waerenga,3,Waikato Region,13,Waikato District
527221,Maramarua,3,Waikato Region,13,Waikato District
527222,Meremere,3,Waikato Region,13,Waikato District
527401,Huntly West,3,Waikato Region,13,Waikato District
527402,Huntly East,3,Waikato Region,13,Waikato District
