au13,lma01,lma06,lma13,slma01,slma06,slma13
500100,1,1,1,1,1,1
500202,1,1,1,2,1,1
500203,1,1,1,2,1,1
500204,1,1,1,1,1,1
500205,1,1,1,1,1,1
500206,1,1,1,3,1,1
500207,1,1,1,1,1,1
500208,1,1,1,1,1,1
500301,1,1,1,1,1,1
500302,1,1,1,1,1,1
500401,1,1,1,4,2,2
500402,1,1,1,4,2,2
500500,1,1,1,5,3,3
500600,1,1,1,6,4,2
500700,1,1,1,6,4,2
500801,1,1,1,5,3,3
500802,1,1,1,6,4,2
500900,1,1,1,7,5,2
501000,1,1,1,8,6,4
501100,1,1,1,9,7,2
501200,1,1,1,9,7,2
501300,1,1,1,9,7,2
501400,1,1,1,8,6,4
501500,1,1,1,8,6,4
501612,1,1,1,9,7,2
501614,1,1,1,7,5,2
501615,1,1,1,7,5,2
501620,1,1,1,8,6,4
501631,1,1,1,10,4,2
501632,1,1,1,10,4,2
501633,1,1,1,7,5,2
501634,1,1,1,10,4,2
501700,1,1,1,10,4,2
501802,2,2,1,1,1,5
501806,2,2,1,2,2,6
501807,2,2,1,3,3,7
501809,2,2,1,4,4,5
501810,2,2,1,4,4,5
501811,2,2,1,2,2,6
501814,2,2,1,3,3,7
501815,2,2,1,2,2,6
501816,2,2,1,2,2,6
501817,2,2,1,5,5,5
501818,2,2,1,5,5,5
501819,2,2,1,5,5,5
502001,2,2,1,5,5,5
502002,2,2,1,5,5,5
502003,2,2,1,5,5,5
502004,2,2,1,5,5,5
502005,2,2,1,5,5,5
502101,2,2,1,5,5,5
502102,2,2,1,5,5,5
502201,2,2,1,5,5,5
502202,2,2,1,5,5,5
502300,2,2,1,5,5,5
502400,2,2,1,5,5,5
502500,2,2,1,5,5,5
502600,2,2,1,5,5,5
502700,2,2,1,5,5,5
502800,2,2,1,5,5,5
502900,2,2,1,5,5,5
503000,2,2,1,5,5,5
503100,2,2,1,5,5,5
503200,2,2,1,5,5,5
503300,2,2,1,5,5,5
503400,2,2,1,5,5,5
503500,2,2,1,5,5,5
503600,2,2,1,5,5,5
503700,2,2,1,5,5,5
503800,2,2,1,5,5,5
503900,2,2,1,5,5,5
504000,2,2,1,5,5,5
504100,2,2,1,5,5,5
504300,2,2,1,5,5,5
504400,2,2,1,6,6,8
504501,2,2,1,6,6,8
504502,2,2,1,6,6,8
504600,2,2,1,6,6,8
504700,2,2,1,7,7,9
504800,2,2,1,7,7,9
504900,2,2,1,7,7,9
505010,2,2,1,7,7,9
505021,2,2,1,7,7,9
505022,2,2,1,7,7,9
505300,2,2,2,8,8,1
505400,2,2,2,8,8,2
505500,2,2,2,8,8,3
505601,3,3,3,1,1,1
505602,3,3,3,1,1,1
505603,3,3,3,1,1,1
505604,3,3,3,1,1,1
505605,3,3,3,1,1,1
505700,3,3,3,1,1,1
505803,3,3,3,2,2,2
505804,3,3,3,2,2,2
505805,3,3,3,2,2,2
505806,3,3,3,2,2,2
505807,3,3,3,2,2,2
505808,3,3,3,2,2,2
505902,3,3,3,2,2,2
505904,3,3,3,2,2,2
505906,3,3,3,2,2,2
505907,3,3,3,2,2,2
505908,3,3,3,2,2,2
505909,3,3,3,2,2,2
505910,3,3,3,2,2,2
506001,3,3,3,2,2,2
506002,3,3,3,2,2,2
506003,3,3,3,2,2,2
506201,3,3,3,2,2,2
506202,3,3,3,2,2,2
506300,3,3,3,2,2,2
506400,3,3,3,1,2,2
506613,2,2,2,8,8,4
506614,3,3,3,2,2,2
506616,2,2,2,8,8,2
506620,2,2,4,9,8,1
506631,2,2,2,8,8,3
506633,2,2,2,8,8,3
506634,2,2,2,8,8,5
506642,3,3,3,1,1,1
506644,3,3,3,1,1,1
506645,3,3,3,1,1,1
506646,3,3,3,2,2,2
506647,3,3,3,2,2,2
506648,3,3,3,1,1,1
506652,3,3,3,1,1,1
506653,3,3,3,1,2,2
506654,3,3,3,1,1,1
506655,3,3,3,1,1,1
506656,3,3,3,1,1,1
506657,2,2,2,8,8,2
506658,2,2,2,8,8,6
506659,2,2,2,8,8,2
506660,2,2,2,8,8,1
506661,2,2,2,8,8,2
506800,3,3,3,1,1,1
506901,3,3,3,2,2,2
506902,3,3,3,2,2,2
506903,3,3,3,2,2,2
507000,3,3,3,2,2,2
507101,3,3,3,2,2,2
507102,3,3,3,2,2,2
507200,3,3,3,2,2,2
507300,3,3,3,2,2,2
507400,3,3,3,2,2,2
507500,3,3,3,2,2,2
507710,3,3,3,2,2,2
507720,3,3,3,2,2,2
507800,3,3,3,2,2,2
507900,3,3,3,2,2,2
508010,3,3,3,2,2,2
508020,3,3,3,2,2,2
508110,3,3,3,2,2,2
508120,3,3,3,2,2,2
508210,3,3,3,2,2,2
508220,3,3,3,2,2,2
508310,3,3,3,2,2,2
508320,3,3,3,2,2,2
508411,3,3,3,2,2,2
508412,3,3,3,2,2,2
508420,3,3,3,2,2,2
508510,3,3,3,2,2,2
508520,3,3,3,2,2,2
508610,3,3,3,2,2,2
508620,3,3,3,2,2,2
508701,3,3,3,2,2,2
508703,3,3,3,2,2,2
508704,3,3,3,2,2,2
508803,3,3,3,2,2,2
508804,3,3,3,2,2,2
508805,3,3,3,2,2,2
508806,3,3,3,2,2,2
508807,3,3,3,2,2,2
508900,3,3,3,2,2,2
509000,3,3,3,2,2,2
509100,3,3,3,2,2,2
509300,3,3,3,2,2,2
509400,3,3,3,2,2,2
509500,3,3,3,2,2,2
509701,3,3,3,2,2,2
509702,3,3,3,2,2,2
509800,3,3,3,2,2,2
510010,3,3,3,2,2,2
510020,3,3,3,2,2,2
510210,3,3,3,2,2,2
510220,3,3,3,2,2,2
510401,3,3,3,2,2,2
510402,3,3,3,2,2,2
510500,3,3,3,2,2,2
510700,3,3,3,1,1,1
510800,3,3,3,1,1,1
511001,3,3,3,1,1,1
511002,3,3,3,1,1,1
511100,3,3,3,1,1,1
511301,3,3,3,1,1,1
511302,3,3,3,1,1,1
511303,3,3,3,1,1,1
511401,3,3,3,1,1,1
511402,3,3,3,1,1,1
511601,3,3,3,1,1,1
511602,3,3,3,1,1,1
511700,3,3,3,1,1,1
511800,3,3,3,1,1,1
511901,3,3,3,1,1,1
511902,3,3,3,1,1,1
512000,3,3,3,1,1,1
512100,3,3,3,1,1,1
512201,3,3,3,1,1,1
512202,3,3,3,1,1,1
512300,3,3,3,1,1,1
512401,3,3,3,1,1,1
512402,3,3,3,1,1,1
512500,3,3,3,1,1,1
512600,3,3,3,1,1,1
512700,3,3,3,1,1,1
512801,3,3,3,1,1,1
512802,3,3,3,1,1,1
512902,3,3,3,1,1,1
512903,3,3,3,1,1,1
512904,3,3,3,1,1,1
512905,3,3,3,1,1,1
512906,3,3,3,1,1,1
513011,3,3,3,1,1,1
513012,3,3,3,1,1,1
513013,3,3,3,1,1,1
513020,3,3,3,1,1,1
513101,3,3,3,1,1,1
513102,3,3,3,1,1,1
513211,3,3,3,1,1,1
513212,3,3,3,1,1,1
513213,3,3,3,1,1,1
513214,3,3,3,1,1,1
513220,3,3,3,1,1,1
513301,3,3,3,1,1,1
513302,3,3,3,1,1,1
513410,3,3,3,1,1,1
513420,3,3,3,1,1,1
513431,3,3,3,1,1,1
513432,3,3,3,1,1,1
513511,3,3,3,1,1,1
513512,3,3,3,1,1,1
513521,3,3,3,1,1,1
513522,3,3,3,1,1,1
513530,3,3,3,1,1,1
513610,3,3,3,1,1,1
513621,3,3,3,1,1,1
513622,3,3,3,1,1,1
513631,3,3,3,1,1,1
513632,3,3,3,1,1,1
513701,3,3,3,1,1,1
513702,3,3,3,1,1,1
513800,3,3,3,1,1,1
514000,3,3,3,3,3,3
514101,3,3,3,3,3,3
514102,3,3,3,3,3,3
514103,3,3,3,3,3,3
514200,3,3,3,3,3,3
514301,3,3,3,3,3,3
514302,3,3,3,3,3,3
514401,3,3,3,1,1,1
514402,3,3,3,1,1,1
514500,3,3,3,3,3,3
514600,3,3,3,1,1,1
514700,3,3,3,1,1,1
514801,3,3,3,1,1,1
514802,3,3,3,1,1,1
514900,3,3,3,3,3,3
515001,3,3,3,3,3,3
515002,3,3,3,3,3,3
515003,3,3,3,3,1,1
515100,3,3,3,3,3,3
515201,3,3,3,3,3,3
515202,3,3,3,3,3,3
515301,3,3,3,3,3,3
515302,3,3,3,3,3,3
515410,3,3,3,3,3,3
515420,3,3,3,3,3,3
515431,3,3,3,3,3,3
515432,3,3,3,3,3,3
515500,3,3,3,3,3,3
515600,3,3,3,3,3,3
515700,3,3,3,3,3,3
515801,3,3,3,3,3,3
515802,3,3,3,3,3,3
515901,3,3,3,3,3,3
515902,3,3,3,3,3,3
516001,3,3,3,3,3,3
516002,3,3,3,3,3,3
516003,3,3,3,3,3,3
516101,3,3,3,3,3,3
516102,3,3,3,3,3,3
516201,3,3,3,3,3,3
516202,3,3,3,3,3,3
516301,3,3,3,3,3,3
516302,3,3,3,3,3,3
516400,3,3,3,3,3,3
516500,3,3,3,3,3,3
516601,3,3,3,3,3,3
516602,3,3,3,3,3,3
516700,3,3,3,3,3,3
516800,3,3,3,3,3,3
516900,3,3,3,3,3,3
517001,3,3,3,4,4,4
517002,3,3,3,4,4,4
517100,3,3,3,4,4,4
517201,3,3,3,4,4,4
517202,3,3,3,4,4,3
517400,3,3,3,3,3,3
517500,3,3,3,3,3,3
517600,3,3,3,3,3,3
517701,3,3,3,3,3,3
517702,3,3,3,3,3,3
517703,3,3,3,3,3,3
517800,3,3,3,3,3,3
517901,3,3,3,3,3,1
517902,3,3,3,3,3,3
517903,3,3,3,3,3,3
518101,3,3,3,3,3,3
518102,3,3,3,3,3,3
518201,3,3,3,3,3,3
518202,3,3,3,3,3,3
518301,3,3,3,3,3,3
518302,3,3,3,3,3,3
518500,3,3,3,3,3,3
518600,3,3,3,3,3,3
518701,3,3,3,3,3,3
518702,3,3,3,4,3,3
518801,3,3,3,3,3,3
518802,3,3,3,3,3,3
518803,3,3,3,3,3,3
518901,3,3,3,3,3,3
518902,3,3,3,3,3,3
519001,3,3,3,3,3,3
519002,3,3,3,3,3,3
519200,3,3,3,3,3,3
519300,3,3,3,3,3,3
519400,3,3,3,3,3,3
519500,3,3,3,4,4,4
519710,3,3,3,3,3,3
519720,3,3,3,3,3,3
519810,3,3,3,4,3,4
519820,3,3,3,4,4,4
519900,3,3,3,4,4,3
520000,3,3,3,4,4,4
520201,3,3,3,4,4,4
520202,3,3,3,4,4,4
520301,3,3,3,4,4,4
520302,3,3,3,4,4,4
520303,3,3,3,4,4,4
520401,3,3,3,4,4,4
520402,3,3,3,4,4,4
520500,3,3,3,4,4,4
520601,3,3,3,4,4,4
520602,3,3,3,4,4,4
520801,3,4,5,5,1,1
520900,2,4,5,10,2,2
521000,4,4,5,1,3,3
521111,5,5,6,1,1,1
521112,5,5,6,2,1,2
521114,5,5,6,3,2,3
521115,5,5,6,3,2,3
521116,5,5,6,1,1,1
521117,5,5,6,3,2,3
521121,5,5,6,2,3,4
521122,3,3,3,4,4,4
521131,5,5,6,4,4,5
521132,3,3,3,4,4,4
521134,3,3,3,4,4,4
521135,5,5,6,5,5,6
521136,5,5,7,5,6,1
521151,5,5,6,6,7,7
521152,5,5,6,6,7,7
521153,5,5,6,7,8,8
521160,5,5,6,4,4,5
521201,3,3,3,4,4,4
521202,3,3,3,4,4,4
521203,3,3,3,4,4,4
521301,3,3,3,4,4,4
521302,3,3,3,4,4,4
521501,3,3,3,4,4,4
521502,3,3,3,4,4,4
521601,3,3,3,4,4,4
521602,3,3,3,4,4,4
521801,3,3,3,4,4,4
521802,3,3,3,4,4,4
521803,3,3,3,4,4,4
521901,3,3,3,4,4,4
521902,3,3,3,4,4,4
522100,3,3,3,4,4,4
522201,3,3,3,4,4,4
522202,3,3,3,4,4,4
522301,3,3,3,4,4,4
522302,3,3,3,4,4,4
522400,3,3,3,4,4,4
522601,3,3,3,4,4,4
522603,3,3,3,4,4,4
522604,3,3,3,4,4,4
522711,3,3,3,4,4,4
522712,3,3,3,4,4,4
522721,3,3,3,4,4,4
522722,3,3,3,4,4,4
522723,3,3,3,4,4,4
522730,3,3,3,4,4,4
522810,3,3,3,4,4,4
522820,3,3,3,4,4,4
522910,3,3,3,4,4,4
522920,3,3,3,4,4,4
523000,3,3,3,4,4,4
523101,3,3,3,4,4,4
523102,3,3,3,4,4,4
523105,3,3,3,4,4,4
523106,3,3,3,4,4,4
523107,3,3,3,4,4,4
523109,3,3,3,4,4,4
523110,3,3,3,4,4,4
523112,3,3,3,4,4,4
523113,3,3,3,4,4,4
523114,3,3,3,4,4,4
523115,3,3,3,4,4,4
523116,3,3,3,4,4,4
523201,3,3,3,4,4,4
523202,3,3,3,4,4,4
523300,3,3,3,4,4,4
523402,3,3,3,4,4,4
523403,3,3,3,4,4,4
523404,3,3,3,4,4,4
523501,3,3,3,4,4,4
523502,3,3,3,4,4,4
523601,3,3,3,4,4,4
523602,3,3,3,4,4,4
523711,3,3,3,4,4,4
523712,3,3,3,4,4,4
523713,3,3,3,4,4,4
523721,3,3,3,4,4,4
523722,3,3,3,4,4,4
523813,3,3,3,4,4,4
523814,3,3,3,4,4,4
523816,3,3,3,4,4,4
523817,3,3,3,4,4,4
523818,3,3,3,4,4,4
523819,3,3,3,4,4,4
523820,3,3,3,4,4,4
523911,3,3,3,4,4,4
523912,3,3,3,4,4,4
523920,3,3,3,4,4,4
524001,3,3,3,4,4,4
524002,3,3,3,4,4,4
524111,3,3,3,4,4,4
524112,3,3,3,4,4,4
524121,3,3,3,4,4,4
524122,3,3,3,4,4,4
524200,3,3,3,4,4,4
524301,3,3,3,4,4,4
524302,3,3,3,4,4,4
524303,3,3,3,4,4,4
524402,3,3,3,4,4,4
524403,3,3,3,4,4,4
524404,3,3,3,4,4,4
524405,3,3,3,4,4,4
524510,3,3,3,4,4,4
524520,3,3,3,4,4,4
524530,3,3,3,4,4,4
524602,3,3,3,4,4,4
524603,3,3,3,4,4,4
524604,3,3,3,4,4,4
524711,3,3,3,4,4,4
524712,3,3,3,4,4,4
524713,3,3,3,4,4,4
524720,3,3,3,4,4,4
524811,3,3,3,4,4,4
524812,3,3,3,4,4,4
524821,3,3,3,4,4,4
524822,3,3,3,4,4,4
524901,3,3,3,4,4,4
524902,3,3,3,4,4,4
525001,3,3,3,4,4,4
525002,3,3,3,4,4,4
525101,3,3,3,4,4,4
525102,3,3,3,4,4,4
525201,3,3,3,4,4,4
525202,3,3,3,4,4,4
525410,3,3,3,4,4,4
525420,3,3,3,4,4,4
525510,3,3,3,4,4,4
525520,3,3,3,4,4,4
525530,3,3,3,4,4,4
525540,3,3,3,4,4,4
525610,3,3,3,4,4,4
525620,3,3,3,4,4,4
525630,3,3,3,4,4,4
525700,3,3,3,4,4,4
525910,5,5,6,1,1,1
525921,5,5,6,1,1,1
525922,5,5,6,1,1,1
526103,5,5,6,6,7,7
526104,5,5,6,6,7,7
526105,5,5,6,6,7,7
526106,5,5,6,6,7,7
526200,5,5,6,3,2,3
526400,6,6,8,1,1,1
526500,6,6,8,2,2,2
526601,6,6,8,1,1,1
526602,6,6,8,2,2,2
526603,6,6,8,3,3,3
526701,5,5,6,8,9,9
526702,6,6,8,1,1,1
526900,6,6,8,1,1,1
527004,6,6,8,4,4,4
527005,6,6,8,5,5,4
527006,6,6,8,5,5,4
527007,6,6,8,5,5,4
527008,6,6,8,5,5,4
527009,6,6,8,5,5,4
527111,6,6,8,6,1,1
527112,6,6,8,1,1,1
527122,6,6,8,1,1,5
527123,6,6,8,1,1,4
527124,6,6,8,5,5,4
527125,6,6,8,4,6,5
527131,6,6,8,4,7,6
527133,6,6,8,7,7,6
527134,6,6,8,7,7,6
527210,6,6,8,1,1,1
527221,5,5,6,5,5,6
527222,5,5,6,4,4,6
527401,6,6,8,1,1,1
527402,6,6,8,1,1,1
527501,6,6,8,7,7,6
527502,6,6,8,7,7,6
527503,6,6,8,7,7,6
527504,6,6,8,7,7,6
527505,6,6,8,7,7,6
527600,6,6,8,8,8,3
527700,6,6,8,8,8,3
527810,6,6,8,5,5,4
527820,6,6,8,5,5,4
527912,6,6,8,5,9,4
527913,6,6,8,5,5,4
527914,6,6,8,9,10,7
527915,6,6,8,5,7,4
527916,6,6,8,1,1,4
527917,6,6,8,5,5,4
527921,6,6,8,8,8,3
527922,6,6,8,8,8,3
527923,6,6,8,8,8,3
527924,6,6,8,8,8,3
527925,6,6,8,8,8,3
527931,6,6,8,7,7,6
527932,6,6,8,10,8,3
527934,6,6,8,7,7,6
527935,6,6,8,8,8,3
527936,6,6,8,8,8,3
527937,6,6,8,8,8,3
528000,6,6,8,11,8,3
528200,6,6,8,1,1,4
528310,6,6,8,5,5,4
528320,6,6,8,5,5,4
528402,6,6,8,5,5,4
528403,6,6,8,5,5,4
528405,6,6,8,5,5,4
528406,6,6,8,5,5,4
528501,6,6,8,5,5,4
528503,6,6,8,5,5,4
528504,6,6,8,5,5,4
528505,6,6,8,5,5,4
528601,6,6,8,5,5,4
528602,6,6,8,5,5,4
528700,6,6,8,5,5,4
528800,6,6,8,5,5,4
528900,6,6,8,5,5,4
529000,6,6,8,5,5,4
529100,6,6,8,5,5,4
529200,6,6,8,5,5,4
529300,6,6,8,5,5,4
529401,6,6,8,5,5,4
529402,6,6,8,5,5,4
529501,6,6,8,5,5,4
529502,6,6,8,5,5,4
529503,6,6,8,5,5,4
529600,6,6,8,5,5,4
529700,6,6,8,5,5,4
529800,6,6,8,5,5,4
529900,6,6,8,5,5,4
530000,6,6,8,5,5,4
530100,6,6,8,5,5,4
530200,6,6,8,5,5,4
530300,6,6,8,5,5,4
530400,6,6,8,5,5,4
530500,6,6,8,5,5,4
530600,6,6,8,5,5,4
530700,6,6,8,5,5,4
530800,6,6,8,5,5,4
531001,6,6,8,8,8,3
531002,6,6,8,8,8,3
531003,6,6,8,8,8,3
531004,6,6,8,8,8,3
531100,6,6,8,12,11,3
531200,6,6,8,12,11,3
531301,6,6,8,12,11,3
531303,6,6,8,12,11,3
531304,6,6,8,12,11,3
531500,6,6,8,13,11,8
